InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
538035,22176,BLUE OWL SOFT TOY,4,2010-12-09 13:03:00,2.95,16065.0,United Kingdom
538035,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,2,2010-12-09 13:03:00,0.85,16065.0,United Kingdom
538035,21930,JUMBO STORAGE BAG SKULLS,1,2010-12-09 13:03:00,1.95,16065.0,United Kingdom
538040,22906,12 MESSAGE CARDS WITH ENVELOPES,1,2010-12-09 13:08:00,1.65,16520.0,United Kingdom
538051,22603,CHRISTMAS RETROSPOT TREE WOOD,6,2010-12-09 13:24:00,0.85,18041.0,United Kingdom
538053,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2010-12-09 13:34:00,2.95,15856.0,United Kingdom
538056,22041,"RECORD FRAME 7"" SINGLE SIZE ",4,2010-12-09 13:34:00,2.55,17198.0,United Kingdom
538065,21531,RED RETROSPOT SUGAR JAM BOWL,6,2010-12-09 13:57:00,2.55,13982.0,United Kingdom
538067,22962,JAM JAR WITH PINK LID,6,2010-12-09 13:59:00,0.85,15288.0,United Kingdom
538069,22601,CHRISTMAS RETROSPOT ANGEL WOOD,2,2010-12-09 14:08:00,0.85,16795.0,United Kingdom
538069,22731,3D CHRISTMAS STAMPS STICKERS ,3,2010-12-09 14:08:00,1.25,16795.0,United Kingdom
538069,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,5,2010-12-09 14:08:00,2.1,16795.0,United Kingdom
538071,85096,HILDA CANDY SPOT RABBIT,1,2010-12-09 14:09:00,7.62,,United Kingdom
538071,22572,ROCKING HORSE GREEN CHRISTMAS ,8,2010-12-09 14:09:00,1.66,,United Kingdom
538071,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1,2010-12-09 14:09:00,1.66,,United Kingdom
538071,21801,CHRISTMAS TREE DECORATION WITH BELL,10,2010-12-09 14:09:00,0.43,,United Kingdom
538071,22494,EMERGENCY FIRST AID TIN ,1,2010-12-09 14:09:00,2.51,,United Kingdom
538071,21983,PACK OF 12 BLUE PAISLEY TISSUES ,3,2010-12-09 14:09:00,0.85,,United Kingdom
538071,21705,BAG 500g SWIRLY MARBLES,4,2010-12-09 14:09:00,3.36,,United Kingdom
538071,21802,CHRISTMAS TREE HEART DECORATION,7,2010-12-09 14:09:00,0.43,,United Kingdom
538071,21823,PAINTED METAL HEART WITH HOLLY BELL,1,2010-12-09 14:09:00,2.98,,United Kingdom
538071,20829,GLITTER HANGING BUTTERFLY STRING,1,2010-12-09 14:09:00,4.21,,United Kingdom
538071,21829,DINOSAUR KEYRINGS ASSORTED,1,2010-12-09 14:09:00,0.43,,United Kingdom
538071,16237,SLEEPING CAT ERASERS,2,2010-12-09 14:09:00,0.43,,United Kingdom
538071,22219,LOVEBIRD HANGING DECORATION WHITE ,2,2010-12-09 14:09:00,1.66,,United Kingdom
538071,21791,VINTAGE HEADS AND TAILS CARD GAME ,5,2010-12-09 14:09:00,2.51,,United Kingdom
538071,21385,IVORY HANGING DECORATION  HEART,1,2010-12-09 14:09:00,1.66,,United Kingdom
538071,21098,CHRISTMAS TOILET ROLL,21,2010-12-09 14:09:00,2.51,,United Kingdom
538071,21754,HOME BUILDING BLOCK WORD,3,2010-12-09 14:09:00,11.87,,United Kingdom
538071,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2,2010-12-09 14:09:00,3.36,,United Kingdom
538071,22919,HERB MARKER MINT,1,2010-12-09 14:09:00,1.66,,United Kingdom
538071,85231G,ORANGE SCENTED SET/9 T-LIGHTS,1,2010-12-09 14:09:00,1.66,,United Kingdom
538076,84865,NEW BAROQUE BLACK PHOTO ALBUM,1,2010-12-09 14:15:00,8.5,15311.0,United Kingdom
538076,21872,GLAMOROUS  MUG,2,2010-12-09 14:15:00,1.25,15311.0,United Kingdom
538076,37444B,BLUE BREAKFAST CUP AND SAUCER ,2,2010-12-09 14:15:00,2.95,15311.0,United Kingdom
538077,20773,BLUE PAISLEY NOTEBOOK,7,2010-12-09 14:19:00,1.65,14667.0,United Kingdom
538077,22231,JIGSAW TREE WITH BIRDHOUSE,1,2010-12-09 14:19:00,1.45,14667.0,United Kingdom
538078,22776,SWEETHEART CAKESTAND 3 TIER,2,2010-12-09 14:25:00,9.95,16255.0,United Kingdom
538078,22555,PLASTERS IN TIN STRONGMAN,8,2010-12-09 14:25:00,1.65,16255.0,United Kingdom
C538084,22860,EASTER TIN CHICKS PINK DAISY,-6,2010-12-09 14:42:00,1.65,12649.0,Germany
538086,21136,PAINTED METAL PEARS ASSORTED,16,2010-12-09 14:44:00,1.69,12872.0,United Kingdom
538086,47566,PARTY BUNTING,1,2010-12-09 14:44:00,4.65,12872.0,United Kingdom
538086,22940,FELTCRAFT CHRISTMAS FAIRY,2,2010-12-09 14:44:00,4.25,12872.0,United Kingdom
538086,85152,HAND OVER THE CHOCOLATE   SIGN ,4,2010-12-09 14:44:00,2.1,12872.0,United Kingdom
538086,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,5,2010-12-09 14:44:00,0.85,12872.0,United Kingdom
538086,84378,SET OF 3 HEART COOKIE CUTTERS,3,2010-12-09 14:44:00,1.25,12872.0,United Kingdom
538095,22631,CIRCUS PARADE LUNCH BOX ,1,2010-12-09 14:55:00,1.95,17097.0,Spain
538095,20829,GLITTER HANGING BUTTERFLY STRING,1,2010-12-09 14:55:00,2.1,17097.0,Spain
C538103,22941,CHRISTMAS LIGHTS 10 REINDEER,-2,2010-12-09 15:13:00,8.5,17442.0,United Kingdom
538104,22272,FELTCRAFT DOLL MARIA,1,2010-12-09 15:16:00,2.95,17950.0,United Kingdom
538104,22548,HEADS AND TAILS SPORTING FUN,2,2010-12-09 15:16:00,1.25,17950.0,United Kingdom
538108,22231,JIGSAW TREE WITH BIRDHOUSE,12,2010-12-09 15:23:00,1.45,17456.0,United Kingdom
538116,85150,LADIES & GENTLEMEN METAL SIGN,12,2010-12-09 15:32:00,2.55,13327.0,United Kingdom
538120,22198,LARGE POPCORN HOLDER ,50,2010-12-09 15:35:00,1.45,17017.0,United Kingdom
538126,22429,ENAMEL MEASURING JUG CREAM,4,2010-12-09 15:50:00,4.25,17838.0,United Kingdom
538148,48111,DOORMAT 3 SMILEY CATS,2,2010-12-09 16:26:00,14.43,,United Kingdom
538148,22431,WATERING CAN BLUE ELEPHANT,1,2010-12-09 16:26:00,4.21,,United Kingdom
538148,47566,PARTY BUNTING,1,2010-12-09 16:26:00,9.32,,United Kingdom
538149,37340,MULTICOLOUR SPRING FLOWER MUG,1,2010-12-09 16:27:00,8.47,,United Kingdom
538149,21625,VINTAGE UNION JACK APRON,2,2010-12-09 16:27:00,14.43,,United Kingdom
538149,21041,RED RETROSPOT OVEN GLOVE DOUBLE,1,2010-12-09 16:27:00,5.91,,United Kingdom
538155,84849D,HOT BATHS SOAP HOLDER,1,2010-12-09 16:52:00,1.69,16907.0,United Kingdom
538155,22913,RED COAT RACK PARIS FASHION,1,2010-12-09 16:52:00,4.95,16907.0,United Kingdom
538155,82578,KITCHEN METAL SIGN,2,2010-12-09 16:52:00,0.55,16907.0,United Kingdom
538156,20972,PINK CREAM FELT CRAFT TRINKET BOX ,6,2010-12-09 16:53:00,1.25,15555.0,United Kingdom
538156,22940,FELTCRAFT CHRISTMAS FAIRY,3,2010-12-09 16:53:00,4.25,15555.0,United Kingdom
538157,84949,SILVER HANGING T-LIGHT HOLDER,6,2010-12-09 16:57:00,1.65,17576.0,United Kingdom
538157,22445,PENCIL CASE LIFE IS BEAUTIFUL,5,2010-12-09 16:57:00,2.95,17576.0,United Kingdom
538163,20961,STRAWBERRY BATH SPONGE ,3,2010-12-09 17:27:00,1.25,17841.0,United Kingdom
538163,82582,AREA PATROLLED METAL SIGN,1,2010-12-09 17:27:00,2.1,17841.0,United Kingdom
538166,85049A,TRADITIONAL CHRISTMAS RIBBONS,5,2010-12-09 18:09:00,1.25,17965.0,United Kingdom
538167,82483,WOOD 2 DRAWER CABINET WHITE FINISH,1,2010-12-09 18:58:00,5.95,14713.0,United Kingdom
538167,22383,LUNCH BAG SUKI  DESIGN ,2,2010-12-09 18:58:00,1.65,14713.0,United Kingdom
538169,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2010-12-09 19:28:00,6.45,13230.0,United Kingdom
538171,22154,ANGEL DECORATION 3 BUTTONS ,48,2010-12-09 20:01:00,0.42,17530.0,United Kingdom
538171,22747,POPPY'S PLAYHOUSE BATHROOM,2,2010-12-09 20:01:00,2.1,17530.0,United Kingdom
538171,20774,GREEN FERN NOTEBOOK,2,2010-12-09 20:01:00,1.65,17530.0,United Kingdom
538174,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2010-12-10 09:35:00,1.45,12471.0,Germany
538177,79067,CORONA MEXICAN TRAY,1,2010-12-10 09:51:00,8.47,,United Kingdom
538177,22630,DOLLY GIRL LUNCH BOX,7,2010-12-10 09:51:00,4.21,,United Kingdom
538177,22501,PICNIC BASKET WICKER LARGE,1,2010-12-10 09:51:00,21.23,,United Kingdom
538177,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,2010-12-10 09:51:00,3.36,,United Kingdom
538177,22478,BIRDHOUSE GARDEN MARKER ,1,2010-12-10 09:51:00,2.51,,United Kingdom
538177,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2010-12-10 09:51:00,2.98,,United Kingdom
538177,21067,VINTAGE RED TEATIME MUG,4,2010-12-10 09:51:00,2.51,,United Kingdom
538177,21876,POTTERING MUG,2,2010-12-10 09:51:00,3.36,,United Kingdom
538177,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,6,2010-12-10 09:51:00,2.51,,United Kingdom
538177,21915,RED  HARMONICA IN BOX ,1,2010-12-10 09:51:00,2.51,,United Kingdom
538177,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,1,2010-12-10 09:51:00,0.85,,United Kingdom
538177,16237,SLEEPING CAT ERASERS,4,2010-12-10 09:51:00,0.43,,United Kingdom
538177,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2010-12-10 09:51:00,4.21,,United Kingdom
538177,84987,SET OF 36 TEATIME PAPER DOILIES,1,2010-12-10 09:51:00,2.98,,United Kingdom
538177,22149,FELTCRAFT 6 FLOWER FRIENDS,1,2010-12-10 09:51:00,4.21,,United Kingdom
538177,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,1,2010-12-10 09:51:00,1.66,,United Kingdom
538177,84510E,SET OF 4 GREEN CAROUSEL COASTERS,1,2010-12-10 09:51:00,2.51,,United Kingdom
538183,22625,RED KITCHEN SCALES,2,2010-12-10 10:21:00,8.5,16265.0,United Kingdom
538183,21464,DISCO BALL ROTATOR BATTERY OPERATED,2,2010-12-10 10:21:00,4.25,16265.0,United Kingdom
538191,21131,GOLD STANDING GNOME,30,2010-12-10 10:49:00,3.75,15061.0,United Kingdom
538196,22549,PICTURE DOMINOES,24,2010-12-10 10:56:00,1.45,12731.0,France
538197,22725,ALARM CLOCK BAKELIKE CHOCOLATE,2,2010-12-10 10:56:00,3.75,14419.0,United Kingdom
538198,21442,GREEN BIRDHOUSE DECORATION,24,2010-12-10 11:01:00,0.72,17827.0,United Kingdom
538198,21814,HEART T-LIGHT HOLDER ,12,2010-12-10 11:01:00,1.45,17827.0,United Kingdom
538198,21983,PACK OF 12 BLUE PAISLEY TISSUES ,12,2010-12-10 11:01:00,0.29,17827.0,United Kingdom
538198,22816,CARD MOTORBIKE SANTA,12,2010-12-10 11:01:00,0.42,17827.0,United Kingdom
538199,22617,BAKING SET SPACEBOY DESIGN,1,2010-12-10 11:02:00,4.95,14082.0,United Kingdom
538199,22630,DOLLY GIRL LUNCH BOX,3,2010-12-10 11:02:00,1.95,14082.0,United Kingdom
538201,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2010-12-10 11:12:00,2.95,15723.0,United Kingdom
538201,21642,ASSORTED TUTTI FRUTTI PEN,3,2010-12-10 11:12:00,0.85,15723.0,United Kingdom
538205,22618,COOKING SET RETROSPOT,2,2010-12-10 11:24:00,9.95,12748.0,United Kingdom
538206,90081A,LILY BROOCH AMETHYST COLOUR,3,2010-12-10 11:31:00,4.95,17827.0,United Kingdom
538207,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,2,2010-12-10 11:33:00,4.25,12748.0,United Kingdom
538207,22818,CARD CHRISTMAS VILLAGE,12,2010-12-10 11:33:00,0.42,12748.0,United Kingdom
538207,22906,12 MESSAGE CARDS WITH ENVELOPES,2,2010-12-10 11:33:00,1.65,12748.0,United Kingdom
538208,22271,FELTCRAFT DOLL ROSIE,1,2010-12-10 11:39:00,2.95,14037.0,United Kingdom
538208,21485,RETROSPOT HEART HOT WATER BOTTLE,1,2010-12-10 11:39:00,4.95,14037.0,United Kingdom
538208,22617,BAKING SET SPACEBOY DESIGN,2,2010-12-10 11:39:00,4.95,14037.0,United Kingdom
538209,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,2010-12-10 11:42:00,0.42,12748.0,United Kingdom
538240,22816,CARD MOTORBIKE SANTA,24,2010-12-10 12:00:00,0.42,16062.0,United Kingdom
538248,22652,TRAVEL SEWING KIT,2,2010-12-10 12:14:00,1.65,18116.0,United Kingdom
538248,17091J,VANILLA INCENSE IN TIN,2,2010-12-10 12:14:00,1.25,18116.0,United Kingdom
538248,84378,SET OF 3 HEART COOKIE CUTTERS,1,2010-12-10 12:14:00,1.25,18116.0,United Kingdom
538250,22570,FELTCRAFT CUSHION RABBIT,2,2010-12-10 12:20:00,3.75,18118.0,United Kingdom
538250,22474,SPACEBOY TV DINNER TRAY,1,2010-12-10 12:20:00,4.95,18118.0,United Kingdom
538250,22147,FELTCRAFT BUTTERFLY HEARTS,3,2010-12-10 12:20:00,1.45,18118.0,United Kingdom
538250,22634,CHILDS BREAKFAST SET SPACEBOY ,1,2010-12-10 12:20:00,9.95,18118.0,United Kingdom
538252,79321,CHILLI LIGHTS,6,2010-12-10 12:29:00,4.95,16019.0,United Kingdom
538255,17012D,ORIGAMI ROSE INCENSE/CANDLE SET ,6,2010-12-10 12:33:00,2.55,14911.0,EIRE
538255,22374,AIRLINE BAG VINTAGE JET SET RED,4,2010-12-10 12:33:00,4.25,14911.0,EIRE
538280,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2010-12-10 12:50:00,1.25,12748.0,United Kingdom
538296,21421,PORCELAIN ROSE LARGE ,12,2010-12-10 13:06:00,1.25,13148.0,United Kingdom
538296,85114A,BLACK ENCHANTED FOREST PLACEMAT,6,2010-12-10 13:06:00,1.65,13148.0,United Kingdom
538307,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2,2010-12-10 13:27:00,2.95,14667.0,United Kingdom
538312,22077,6 RIBBONS RUSTIC CHARM,10,2010-12-10 13:48:00,1.65,16727.0,United Kingdom
538312,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2010-12-10 13:48:00,1.25,16727.0,United Kingdom
538313,22726,ALARM CLOCK BAKELIKE GREEN,2,2010-12-10 13:50:00,3.75,15514.0,United Kingdom
538313,22728,ALARM CLOCK BAKELIKE PINK,3,2010-12-10 13:50:00,3.75,15514.0,United Kingdom
538327,22730,ALARM CLOCK BAKELIKE IVORY,3,2010-12-10 13:58:00,3.75,15514.0,United Kingdom
538327,22973,CHILDREN'S CIRCUS PARADE MUG,18,2010-12-10 13:58:00,1.65,15514.0,United Kingdom
C538341,22727,ALARM CLOCK BAKELIKE RED ,-2,2010-12-10 14:03:00,3.75,15514.0,United Kingdom
C538341,22728,ALARM CLOCK BAKELIKE PINK,-1,2010-12-10 14:03:00,3.75,15514.0,United Kingdom
C538341,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-1,2010-12-10 14:03:00,1.25,15514.0,United Kingdom
538345,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2010-12-10 14:45:00,3.75,13787.0,United Kingdom
538345,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2010-12-10 14:45:00,1.25,13787.0,United Kingdom
538346,21169,YOU'RE CONFUSING ME METAL SIGN ,12,2010-12-10 14:53:00,1.69,17865.0,United Kingdom
538347,22968,ROSE COTTAGE KEEPSAKE BOX ,3,2010-12-10 14:54:00,9.95,17220.0,United Kingdom
538347,22842,BISCUIT TIN VINTAGE RED,2,2010-12-10 14:54:00,6.75,17220.0,United Kingdom
538349,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1,2010-12-10 14:59:00,5.91,,United Kingdom
538349,22279,POCKET BAG BLUE PAISLEY RED SPOT,4,2010-12-10 14:59:00,2.51,,United Kingdom
538349,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2010-12-10 14:59:00,21.23,,United Kingdom
538349,48111,DOORMAT 3 SMILEY CATS,1,2010-12-10 14:59:00,14.43,,United Kingdom
538349,21846,PINK DIAMANTE PEN IN GIFT BOX,4,2010-12-10 14:59:00,4.21,,United Kingdom
538349,48194,DOORMAT HEARTS,1,2010-12-10 14:59:00,14.43,,United Kingdom
538349,21627,ELEPHANT CARNIVAL POUFFE,1,2010-12-10 14:59:00,29.79,,United Kingdom
538349,35961,FOLKART ZINC HEART CHRISTMAS DEC,3,2010-12-10 14:59:00,1.66,,United Kingdom
538349,22588,CARD HOLDER GINGHAM HEART,2,2010-12-10 14:59:00,5.06,,United Kingdom
538349,90183A,AMBER DROP EARRINGS W LONG BEADS,1,2010-12-10 14:59:00,2.96,,United Kingdom
538349,84949,SILVER HANGING T-LIGHT HOLDER,1,2010-12-10 14:59:00,3.36,,United Kingdom
538349,84251B,"GREETING CARD, STICKY GORDON",1,2010-12-10 14:59:00,0.85,,United Kingdom
538349,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,4,2010-12-10 14:59:00,3.36,,United Kingdom
538349,21642,ASSORTED TUTTI FRUTTI PEN,3,2010-12-10 14:59:00,1.66,,United Kingdom
538349,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2010-12-10 14:59:00,4.21,,United Kingdom
538349,20685,DOORMAT RED RETROSPOT,1,2010-12-10 14:59:00,7.95,,United Kingdom
538349,21741,COSY SLIPPER SHOES LARGE GREEN,1,2010-12-10 14:59:00,5.91,,United Kingdom
538351,20685,DOORMAT RED RETROSPOT,1,2010-12-10 15:17:00,16.98,,United Kingdom
538351,22077,6 RIBBONS RUSTIC CHARM,11,2010-12-10 15:17:00,4.21,,United Kingdom
538351,21912,VINTAGE SNAKES & LADDERS,2,2010-12-10 15:17:00,7.62,,United Kingdom
538351,21240,BLUE POLKADOT CUP,1,2010-12-10 15:17:00,2.51,,United Kingdom
538353,22470,HEART OF WICKER LARGE,1,2010-12-10 15:31:00,2.95,13798.0,United Kingdom
538354,22487,WHITE WOOD GARDEN PLANT LADDER,4,2010-12-10 15:45:00,8.5,16873.0,United Kingdom
538354,22960,JAM MAKING SET WITH JARS,12,2010-12-10 15:45:00,3.75,16873.0,United Kingdom
538356,22941,CHRISTMAS LIGHTS 10 REINDEER,3,2010-12-10 15:56:00,8.5,14062.0,United Kingdom
538361,21892,TRADITIONAL WOODEN CATCH CUP GAME ,2,2010-12-10 16:36:00,1.25,17757.0,United Kingdom
538363,35598B,BLACK CHRISTMAS TREE 60CM,4,2010-12-10 17:14:00,2.95,18016.0,United Kingdom
538364,21929,JUMBO BAG PINK VINTAGE PAISLEY,5,2010-12-10 17:26:00,1.95,14448.0,United Kingdom
538364,21584,RETROSPOT SMALL TUBE MATCHES,1,2010-12-10 17:26:00,1.65,14448.0,United Kingdom
538367,22629,SPACEBOY LUNCH BOX ,5,2010-12-12 10:48:00,1.95,14800.0,United Kingdom
538367,21716,BOYS VINTAGE TIN SEASIDE BUCKET,7,2010-12-12 10:48:00,2.55,14800.0,United Kingdom
538368,85084,HOLLY TOP CHRISTMAS STOCKING,1,2010-12-12 10:57:00,0.85,15503.0,United Kingdom
538368,22195,LARGE HEART MEASURING SPOONS,1,2010-12-12 10:57:00,1.65,15503.0,United Kingdom
538368,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,1,2010-12-12 10:57:00,3.75,15503.0,United Kingdom
538369,85049A,TRADITIONAL CHRISTMAS RIBBONS,4,2010-12-12 11:06:00,1.25,17251.0,United Kingdom
538369,22300,COFFEE MUG DOG + BALL DESIGN,4,2010-12-12 11:06:00,2.55,17251.0,United Kingdom
538370,22384,LUNCH BAG PINK POLKADOT,4,2010-12-12 11:06:00,1.65,16923.0,United Kingdom
538374,20727,LUNCH BAG  BLACK SKULL.,2,2010-12-12 11:17:00,1.65,14159.0,United Kingdom
538374,15056N,EDWARDIAN PARASOL NATURAL,1,2010-12-12 11:17:00,5.95,14159.0,United Kingdom
538374,22960,JAM MAKING SET WITH JARS,1,2010-12-12 11:17:00,4.25,14159.0,United Kingdom
538379,22920,HERB MARKER BASIL,1,2010-12-12 11:26:00,0.65,17126.0,United Kingdom
538382,22532,MAGIC DRAWING SLATE LEAP FROG ,2,2010-12-12 11:37:00,0.42,17218.0,United Kingdom
538382,21914,BLUE HARMONICA IN BOX ,3,2010-12-12 11:37:00,1.25,17218.0,United Kingdom
538397,22896,PEG BAG APPLES DESIGN,50,2010-12-12 11:44:00,2.1,12753.0,Japan
538397,22718,CARD CAT AND TREE ,72,2010-12-12 11:44:00,0.36,12753.0,Japan
538403,21809,CHRISTMAS HANGING TREE WITH BELL,10,2010-12-12 11:46:00,1.25,17211.0,United Kingdom
538409,22729,ALARM CLOCK BAKELIKE ORANGE,2,2010-12-12 11:49:00,3.75,17236.0,United Kingdom
538417,20725,LUNCH BAG RED RETROSPOT,6,2010-12-12 11:54:00,1.65,16393.0,United Kingdom
538418,22951,60 CAKE CASES DOLLY GIRL DESIGN,2,2010-12-12 12:00:00,0.55,17372.0,United Kingdom
538421,21982,PACK OF 12 SUKI TISSUES ,4,2010-12-12 12:08:00,0.29,17917.0,United Kingdom
538449,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2010-12-12 12:24:00,4.95,17085.0,United Kingdom
538453,21846,PINK DIAMANTE PEN IN GIFT BOX,25,2010-12-12 12:26:00,4.25,16779.0,United Kingdom
538453,22812,PACK 3 BOXES CHRISTMAS PANNETONE,3,2010-12-12 12:26:00,1.95,16779.0,United Kingdom
538470,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2010-12-12 12:34:00,1.65,15224.0,United Kingdom
538488,21355,TOAST ITS - I LOVE YOU ,6,2010-12-12 12:41:00,1.25,13715.0,United Kingdom
538488,85099F,JUMBO BAG STRAWBERRY,2,2010-12-12 12:41:00,1.95,13715.0,United Kingdom
538488,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,5,2010-12-12 12:41:00,3.75,13715.0,United Kingdom
538497,21329,DINOSAURS  WRITING SET ,1,2010-12-12 12:44:00,1.65,14684.0,United Kingdom
538497,70007,HI TEC ALPINE HAND WARMER,2,2010-12-12 12:44:00,1.65,14684.0,United Kingdom
538504,84946,ANTIQUE SILVER TEA GLASS ETCHED,6,2010-12-12 13:01:00,1.25,16011.0,United Kingdom
538507,85031A,ROMANTIC IMAGES SCRAP BOOK SET,2,2010-12-12 13:26:00,4.95,15547.0,United Kingdom
538507,21818,GLITTER CHRISTMAS HEART ,8,2010-12-12 13:26:00,0.85,15547.0,United Kingdom
538508,21471,STRAWBERRY RAFFIA FOOD COVER,2,2010-12-12 13:32:00,3.75,15998.0,United Kingdom
538508,20856,DENIM PATCH PURSE PINK BUTTERFLY,2,2010-12-12 13:32:00,1.65,15998.0,United Kingdom
538508,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,2,2010-12-12 13:32:00,1.45,15998.0,United Kingdom
538508,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,4,2010-12-12 13:32:00,2.1,15998.0,United Kingdom
538508,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,6,2010-12-12 13:32:00,0.85,15998.0,United Kingdom
538508,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,4,2010-12-12 13:32:00,2.95,15998.0,United Kingdom
538508,22589,CARDHOLDER GINGHAM STAR,2,2010-12-12 13:32:00,2.55,15998.0,United Kingdom
538510,48116,DOORMAT MULTICOLOUR STRIPE,2,2010-12-12 13:47:00,7.95,18004.0,United Kingdom
538510,22735,RIBBON REEL SOCKS AND MITTENS,1,2010-12-12 13:47:00,1.65,18004.0,United Kingdom
538514,48194,DOORMAT HEARTS,1,2010-12-12 14:27:00,7.95,15044.0,United Kingdom
538514,21623,VINTAGE UNION JACK MEMOBOARD,2,2010-12-12 14:27:00,9.95,15044.0,United Kingdom
538514,48184,DOORMAT ENGLISH ROSE ,1,2010-12-12 14:27:00,7.95,15044.0,United Kingdom
538517,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2010-12-12 16:05:00,3.75,17618.0,United Kingdom
538518,21098,CHRISTMAS TOILET ROLL,3,2010-12-12 16:14:00,1.25,14505.0,United Kingdom
538518,90200C,BLUE SWEETHEART BRACELET,6,2010-12-12 16:14:00,4.25,14505.0,United Kingdom
538518,22914,BLUE COAT RACK PARIS FASHION,1,2010-12-12 16:14:00,4.95,14505.0,United Kingdom
538518,22460,EMBOSSED GLASS TEALIGHT HOLDER,6,2010-12-12 16:14:00,1.25,14505.0,United Kingdom
538519,22663,JUMBO BAG DOLLY GIRL DESIGN,1,2010-12-12 16:20:00,1.95,18037.0,United Kingdom
538523,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,12,2010-12-13 09:29:00,2.95,13198.0,United Kingdom
538523,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2010-12-13 09:29:00,0.29,13198.0,United Kingdom
538524,22627,MINT KITCHEN SCALES,1,2010-12-13 09:35:00,16.98,,United Kingdom
538524,85135C,RED DRAGONFLY HELICOPTER,1,2010-12-13 09:35:00,8.47,,United Kingdom
538524,22620,4 TRADITIONAL SPINNING TOPS,4,2010-12-13 09:35:00,2.51,,United Kingdom
538524,22818,CARD CHRISTMAS VILLAGE,8,2010-12-13 09:35:00,0.85,,United Kingdom
538524,35961,FOLKART ZINC HEART CHRISTMAS DEC,7,2010-12-13 09:35:00,1.66,,United Kingdom
538524,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2010-12-13 09:35:00,2.51,,United Kingdom
538524,85040A,S/4 PINK FLOWER CANDLES IN BOWL,1,2010-12-13 09:35:00,3.36,,United Kingdom
538524,22966,GINGERBREAD MAN COOKIE CUTTER,1,2010-12-13 09:35:00,2.51,,United Kingdom
538524,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,2010-12-13 09:35:00,1.66,,United Kingdom
538524,84991,60 TEATIME FAIRY CAKE CASES,2,2010-12-13 09:35:00,1.28,,United Kingdom
538524,21790,VINTAGE SNAP CARDS,2,2010-12-13 09:35:00,1.66,,United Kingdom
538524,22816,CARD MOTORBIKE SANTA,1,2010-12-13 09:35:00,0.85,,United Kingdom
538524,22927,GREEN GIANT GARDEN THERMOMETER,3,2010-12-13 09:35:00,11.87,,United Kingdom
538524,21786,POLKADOT RAIN HAT ,10,2010-12-13 09:35:00,0.85,,United Kingdom
538524,22904,CALENDAR PAPER CUT DESIGN,3,2010-12-13 09:35:00,5.91,,United Kingdom
538524,21991,BOHEMIAN COLLAGE STATIONERY SET,1,2010-12-13 09:35:00,2.51,,United Kingdom
538524,22029,SPACEBOY BIRTHDAY CARD,1,2010-12-13 09:35:00,0.85,,United Kingdom
538524,21494,ROTATING LEAVES T-LIGHT HOLDER,2,2010-12-13 09:35:00,5.06,,United Kingdom
538524,22419,LIPSTICK PEN RED,3,2010-12-13 09:35:00,0.85,,United Kingdom
538524,22458,CAST IRON HOOK GARDEN FORK,1,2010-12-13 09:35:00,5.06,,United Kingdom
